ticker,name,signal_date,price,signal,confidence,reasons
005930,삼성전자,2023-01-02,55500,Sell,75,"[""최근 1개월 수익률이 -11.34%로 단기 하락 추세가 매우 강하게 나타나고 있습니다."", ""거래량 변화율이 -18.94%로 감소하며 하락세를 반전시킬 매수 지지력이 부족한 상태입니다."", ""52주 내 현재 위치가 10.4%로 최저가에 근접해 있으나, 추세 전환을 뒷받침할 기술적 근거가 데이터상에 존재하지 않습니다.""]"
005930,삼성전자,2023-02-01,61800,Buy,85,"[""최근 1개월 수익률 11.75%와 거래량 변화율 47.34%의 급증은 강력한 단기 상승 모멘텀을 시사합니다."", ""PER 10.0, PBR 1.25의 낮은 밸류에이션과 ROE 12.5%의 수익성이 결합되어 가격 매력도가 높습니다."", ""52주 내 현재 위치가 40.4%로 저점 대비 반등 구간에 있으며, 전고점(75,400원)까지의 상승 여력이 충분합니다.""]"
005930,삼성전자,2023-03-02,60800,Neutral,40,"[""PER 9.9와 PBR 1.23으로 밸류에이션 측면에서는 저평가 매력이 존재합니다."", ""최근 1개월 수익률이 -0.33%로 주가 상승 모멘텀이 매우 약한 상태입니다."", ""거래량 변화율이 -18.98%로 감소하며 시장의 매수세가 위축된 모습이 나타납니다.""]"
005930,삼성전자,2023-04-03,63100,Buy,82,"[""ROE 15.8% 대비 PER 7.8 및 PBR 1.24로 밸류에이션 지표가 저평가 상태임"", ""최근 1개월 수익률이 4.30%로 단기적인 상승 추세에 진입함"", ""현재 주가 위치가 52주 범위 내 60.7%로, 전고점(69,900원)까지의 상승 여력이 남아있음""]"
005930,삼성전자,2023-05-02,65700,Buy,75,"[""PER 8.2와 ROE 15.8%는 수익성 대비 주가가 저평가된 상태임을 나타냅니다."", ""최근 1개월 수익률 2.66%와 거래량 변화율 18.24%의 증가는 단기적인 상승 모멘텀이 형성되고 있음을 시사합니다."", ""52주 최고가 근접(84.5%) 상태이나, 낮은 밸류에이션과 거래량 증가가 결합되어 전고점 돌파 가능성이 높다고 판단됩니다.""]"
005930,삼성전자,2023-06-01,70900,Neutral,65,"[""현재가가 52주 최고가(72,300원)의 92.9% 수준까지 상승하여 단기적인 가격 저항선에 근접해 있습니다."", ""최근 1개월 수익률은 8.24%로 긍정적이나, 거래량 변화율이 -8.10%로 감소하며 상승 모멘텀이 둔화되는 모습입니다."", ""PER 10.7 및 ROE 12.9% 등 재무 지표는 양호하지만, 기술적 지표상 고점 부담과 거래량 감소가 상충하여 방향성이 불분명합니다.""]"
005930,삼성전자,2023-07-03,73000,Sell,75,"[""현재가가 52주 최고가인 73,000원에 도달하여 52주 내 위치가 100%로, 단기 저항 및 차익 실현 매물 출회 가능성이 매우 높음"", ""거래량 변화율이 -8.80%로 감소하고 있어, 주가 고점 부근에서 상승 동력이 약화되는 추세임"", ""최근 1개월 수익률이 2.96%로 완만하여, 전고점을 강력하게 돌파하여 추가 상승시킬 만한 모멘텀이 부족함""]"
005930,삼성전자,2023-08-01,71100,Neutral,45,"[""현재 주가가 52주 최고가(73,400원)의 88.9% 지점에 위치하여 단기적인 상단 저항선에 근접해 있습니다."", ""최근 1개월 수익률이 -2.60%를 기록하며 단기적인 하락 추세가 나타나고 있습니다."", ""PER(10.7)과 ROE(12.9%) 등 재무 지표는 안정적이나, 기술적 지표상 상승과 하락의 근거가 상충하여 방향성이 불분명합니다.""]"
005930,삼성전자,2023-09-01,71000,Sell,75,"[""현재가가 52주 최고가(73,400원)에 근접한 88.5% 위치에 있어 단기적인 가격 저항 가능성이 높습니다."", ""거래량 변화율이 -19.74%로 감소하며 주가 상승을 견인할 매수 동력이 약화되었습니다."", ""최근 1개월 수익률이 1.57%로 매우 낮아, 고점 부근에서 상승 모멘텀이 정체된 상태입니다.""]"
005930,삼성전자,2023-10-04,67500,Neutral,45,"[""최근 1개월 수익률이 0.60%에 그쳐 주가의 뚜렷한 상승 또는 하락 방향성이 나타나지 않고 있음"", ""52주 가격 범위 내 현재 위치가 71.6%로, 저점 대비 상당 부분 상승하여 단기적인 가격 메리트가 제한적임"", ""거래량 변화율이 32.09%로 증가했으나, 이를 주가 상승으로 연결시킬 만한 강력한 추세 전환 근거가 부족함""]"
005930,삼성전자,2023-11-01,68600,Neutral,85,"[""최근 1개월 수익률이 0.00%로 주가의 방향성이 없는 강한 횡보 상태를 보이고 있습니다."", ""거래량 변화율이 1.45%로 매우 낮아 단기적으로 주가를 움직일 만한 매수 또는 매도세의 유입이 부족합니다."", ""52주 내 현재 위치가 73.5%로 상대적 고점 영역에 있어, 뚜렷한 모멘텀 없이 추가 상승을 기대하기에는 상단 저항이 예상됩니다.""]"
005930,삼성전자,2023-12-01,72000,Sell,75,"[""현재가가 52주 최고가(73,400원)의 92.3% 수준에 위치하여 단기적으로 강한 저항선에 도달한 상태입니다."", ""거래량 변화율이 -16.55%로 감소하며 주가 상승을 지지하는 매수 모멘텀이 약화되고 있습니다."", ""52주 최고가까지의 상승 여력은 제한적인 반면, 고점 부근에서의 거래량 감소는 추세 반전의 가능성을 높입니다.""]"
005930,삼성전자,2024-01-02,79600,Neutral,65,"[""현재가가 52주 최고가인 79,600원에 도달하여 52주 내 위치가 100%로, 단기적인 가격 저항 및 차익 실현 매물 출회 가능성이 높습니다."", ""최근 1개월 수익률 9.49%와 거래량 변화율 11.79%는 단기적인 상승 모멘텀이 유지되고 있음을 보여줍니다."", ""PER 16.9, PBR 1.53, ROE 9.0%의 재무 지표는 시장 평균 수준으로, 주가의 방향성을 결정지을 강력한 밸류에이션 메리트나 과열 신호가 불분명합니다.""]"
005930,삼성전자,2024-02-01,73600,Sell,75,"[""최근 1개월 수익률이 -4.42%를 기록하며 단기적인 하락 추세에 진입함"", ""52주 가격 범위 내 현재 위치가 70.9%로 상대적으로 고점 부근에 위치하여 상승 여력이 제한적임"", ""주가 하락세 속에서 거래량 변화율이 25.71% 증가한 것은 매도세의 강화로 해석됨""]"
005930,삼성전자,2024-03-04,74900,Neutral,75,"[""최근 1개월 수익률이 0.81%로 매우 낮아 주가의 뚜렷한 상승 또는 하락 방향성이 나타나지 않고 있습니다."", ""52주 가격 범위 내 현재 위치가 77.2%로 높은 편이나, 거래량 변화율이 -10.20%로 감소하며 추가 상승을 위한 동력이 약화된 상태입니다."", ""PER 15.9, PBR 1.44의 재무 지표가 극단적인 저평가나 고평가 상태를 보이지 않아 단기적인 가격 변동을 예측할 근거가 부족합니다.""]"
005930,삼성전자,2024-04-01,82000,Sell,85,"[""현재가(82,000원)가 52주 최고가(82,400원)의 98% 지점에 위치하여 강력한 기술적 저항선에 도달함"", ""PER(38.5)은 높은 반면 ROE(4.1%)는 매우 낮아, 수익성 대비 주가가 고평가된 상태임"", ""최근 1개월간 11.72%의 단기 급등 후 최고가 부근에 도달함에 따라 20거래일 내 가격 조정 가능성이 높음""]"
005930,삼성전자,2024-05-02,78000,Sell,82,"[""ROE(4.1%) 대비 PER(36.6)가 매우 높아 현재 수익성 대비 밸류에이션 부담이 큼"", ""최근 1개월 수익률이 -4.88%를 기록하며 단기적인 하락 추세에 진입함"", ""거래량 변화율이 -3.63%로 감소하고 있어 주가 반등을 위한 매수 모멘텀이 부족함""]"
005930,삼성전자,2024-06-03,75700,Sell,75,"[""최근 1개월 수익률이 -2.32%로 단기적인 주가 하락 추세가 나타나고 있음"", ""거래량 변화율이 -6.31%로 감소하며 주가 상승을 견인할 매수 모멘텀이 약화됨"", ""ROE(5.4%) 대비 PER(26.1)이 상당히 높아 수익성 대비 밸류에이션 부담이 존재함""]"
