ticker,name,signal_date,price,signal,confidence,reasons,return_5d,return_20d,excess_return_5d,excess_return_20d
005930,삼성전자,2023-01-02,55500,Sell,75,"[""최근 1개월 수익률이 -11.34%로 단기 하락 추세가 매우 뚜렷함"", ""거래량 변화율이 -18.94%로 감소하며 하락세를 반전시킬 매수 동력이 부족함"", ""52주 내 현재 위치가 10.4%로 최저가에 근접해 있어 단기적으로 하방 압력이 지속될 가능성이 높음""]",9.025270758122744,14.620938628158845,3.047392019413236,3.3439631292135115
005930,삼성전자,2023-02-01,61800,Buy,85,"[""현재가(61,800원)가 최근 5건의 애널리스트 리포트 목표주가 범위(73,000원~90,000원)보다 현저히 낮아 상승 여력이 큼"", ""최근 1개월 수익률 11.75% 상승과 거래량 변화율 47.34% 증가가 동시에 나타나며 단기 추세 전환 및 수급 개선 신호가 확인됨"", ""PBR 1.18배의 낮은 밸류에이션과 52주 가격 위치 40.4%라는 저평가 구간에 위치하여 하방 경직성을 확보한 상태임""]",-0.7874015748031495,-4.724409448818897,-1.2993746152101306,-3.233449985418491
005930,삼성전자,2023-03-02,60800,Buy,75,"[""최근 5건의 애널리스트 리포트 목표주가가 최저 72,000원에서 최고 90,000원으로, 현재가(60,800원) 대비 상당한 상승 여력을 보이고 있습니다."", ""PBR 1.17배와 PER 10.5배는 밸류에이션 측면에서 저평가 구간에 진입한 것으로 판단됩니다."", ""리포트를 통해 업계의 공급 조절 및 감산 계획이라는 구체적인 주가 상승 촉매제가 확인되었습니다.""]",-1.6528925619834711,5.785123966942149,-0.11181849750341843,3.943482895755877
005930,삼성전자,2023-04-03,63100,Buy,88,"[""PER 7.8, PBR 1.04의 낮은 밸류에이션과 ROE 13.3%의 수익성이 결합되어 저평가 상태로 판단됨"", ""최근 1개월 수익률 4.30%와 거래량 증가(3.55%)가 나타나며 단기적인 상승 모멘텀이 형성됨"", ""최근 5건의 애널리스트 리포트 목표주가(75,000원~82,000원)가 현재가(63,100원) 대비 상방 여력이 매우 높음""]",3.6163522012578615,2.8301886792452833,0.9011847558534929,1.9880231568325588
005930,삼성전자,2023-05-02,65700,Buy,92,"[""PER 8.2, PBR 1.08의 낮은 밸류에이션과 ROE 13.2%의 수익성이 조화를 이루어 저평가 상태로 판단됨"", ""52주 최고가 대비 84.5% 위치에 있으며 거래량이 18.24% 증가하는 등 강한 상승 모멘텀이 관찰됨"", ""최근 5건의 애널리스트 리포트 모두 2Q23 실적 저점 통과 및 반등을 예상하며 현재가보다 높은 목표주가(78,000원~90,000원)를 제시함""]",-1.834862385321101,10.397553516819572,-1.4190952149365128,6.4013913676231216
005930,삼성전자,2023-06-01,70900,Neutral,75,"[""현재가가 52주 최고가(72,300원)의 92.9% 수준에 도달하여 단기적으로 강한 저항선에 근접해 있습니다."", ""최근 1개월 수익률은 8.24%로 상승세이나, 거래량 변화율이 -8.10%로 감소하며 상승 모멘텀이 둔화되는 모습입니다."", ""PER(8.8)과 PBR(1.17) 및 애널리스트 목표주가(82,000~90,000원)는 상승 여력을 시사하지만, 단기 기술적 지표와의 상충으로 방향성이 불분명합니다.""]",-1.662049861495845,1.10803324099723,-2.7380255050053854,1.065363252990969
005930,삼성전자,2023-07-03,73000,Sell,75,"[""현재가가 52주 최고가(73,000원)에 도달하여 52주 내 위치가 100.0%로, 강력한 저항선에 직면해 있습니다."", ""거래량 변화율이 -8.80%로 감소하며 주가 상승을 뒷받침할 매수 모멘텀이 약화되고 있습니다."", ""최근 애널리스트 리포트에서 'MX의 위기'라는 부정적인 펀더멘털 이슈가 언급되었습니다.""]",-2.054794520547945,-2.6027397260273974,-0.8663519510132514,-5.446981255192835
005930,삼성전자,2023-08-01,71100,Buy,85,"[""최근 5건의 애널리스트 리포트 목표주가 평균이 약 91,200원으로 현재가(71,100원) 대비 상승 여력이 매우 높음"", ""2Q23 실적이 컨센서스를 상회하였으며, 3분기 DRAM 및 4분기 DS 부문의 영업흑자 전환이라는 강력한 펀더멘털 개선 전망이 존재함"", ""PER 8.8 및 PBR 1.17의 낮은 밸류에이션 지표와 거래량 증가율(19.54%)이 주가 반등의 근거를 지지함""]",-1.4306151645207439,-4.291845493562231,-0.9968245993699907,-1.9910356237758466
005930,삼성전자,2023-09-01,71000,Neutral,80,"[""PER 8.8 및 PBR 1.17로 밸류에이션 측면에서는 저평가 매력이 존재함"", ""현재 주가가 52주 최고가 대비 88.5% 수준에 위치하여 단기 상단 저항선에 근접함"", ""거래량 변화율이 -19.74%로 감소하며 추가 상승을 위한 시장의 모멘텀이 약화됨""]",-0.5617977528089888,-7.303370786516854,0.508794806824219,-0.5006391697944004
005930,삼성전자,2023-10-04,67500,Buy,85,"[""PER 8.4 및 PBR 1.11의 낮은 밸류에이션과 ROE 13.2%의 수익성을 통해 저평가 상태임을 확인하였습니다."", ""최근 5건의 애널리스트 리포트가 모두 메모리 가격 상승 및 이익 개선을 전망하며 현재가 대비 높은 목표주가(90,000원~95,000원)를 제시하고 있습니다."", ""최근 1개월 수익률은 0.60%로 정체되어 있으나, 거래량 변화율이 32.09% 증가하며 주가 반등을 위한 수급 개선 신호가 나타나고 있습니다.""]",1.9490254872563717,4.3478260869565215,-0.23727839026069364,5.814792304297168
