ticker,name,signal_date,price,signal,confidence,reasons,return_5d,return_20d,excess_return_5d,excess_return_20d
005930,삼성전자,2023-01-02,55500,Sell,78,"[""최근 1개월 수익률이 -11.34%로 단기 추세가 약하고, 거래량 변화율도 -18.94%로 수급 둔화가 확인됩니다."", ""현재 주가는 52주 최고가 대비 크게 낮고 52주 내 현재 위치가 10.4%에 불과해, 20거래일 내 반등보다 약세 지속 가능성이 더 높습니다."", ""PER 9.0과 PBR 1.12, ROE 12.4% 및 양호한 현금흐름은 펀더멘털을 지지하지만, 2022 3분기 영업이익이 전년동기 대비 -31.4%로 감소해 단기 주가 모멘텀을 상쇄합니다.""]",9.025270758122744,14.620938628158845,3.047392019413236,3.3439631292135115
005930,삼성전자,2023-02-01,61800,Buy,74,"[""최근 1개월 수익률이 +11.75%이고 거래량 변화율도 +47.34%로, 단기 모멘텀과 수급 개선이 동시에 확인됩니다."", ""현재 주가는 52주 최고가 대비 아직 40.4% 수준에 머물러 있어 추가 반등 여지가 남아 있습니다."", ""PER 10.0, PBR 1.25, ROE 12.5%와 부채비율 36.4%, 영업현금흐름 +43.6조원은 밸류에이션과 재무안정성 측면에서 20거래일 내 하방보다 상방을 더 지지합니다.""]",-0.7874015748031495,-4.724409448818897,-1.2993746152101306,-3.233449985418491
005930,삼성전자,2023-03-02,60800,Neutral,61,"[""PER 9.9, PBR 1.23, ROE 12.5%로 밸류에이션과 수익성은 무난하지만, 이것만으로 향후 20거래일 주가 상승을 강하게 뒷받침하진 않습니다."", ""최근 1개월 수익률이 -0.33%로 약세이고 거래량 변화율도 -18.98%로 수급 모멘텀이 둔화되어 단기 상승 신호가 강하지 않습니다."", ""52주 최고가 대비 현재 위치가 40.4%로 중간 이하 구간이며, 2022 3분기 영업이익이 전년동기 대비 -31.4% 감소해 실적 모멘텀도 혼재되어 있습니다.""]",-1.6528925619834711,5.785123966942149,-0.11181849750341843,3.943482895755877
005930,삼성전자,2023-04-03,63100,Buy,74,"[""PER 7.8과 PBR 1.24는 현재 주가가 실적과 자산가치 대비 과도하게 비싸지 않음을 시사해 20거래일 내 추가 상승 여지가 있습니다."", ""최근 1개월 수익률이 4.30%로 이미 단기 상승 추세가 형성되어 있고, 거래량 변화율 3.55%도 추세 지속 가능성을 뒷받침합니다."", ""52주 최고가 대비 아직 60.7% 수준에 머물러 있어 고점 부담이 크지 않으며, 부채비율 26.4%와 영업현금흐름 +62.2조원은 재무 안정성을 지지합니다.""]",3.6163522012578615,2.8301886792452833,0.9011847558534929,1.9880231568325588
005930,삼성전자,2023-05-02,65700,Neutral,66,"[""PER 8.2와 PBR 1.29, ROE 15.8%는 밸류에이션과 수익성 측면에서 무난하지만, 이것만으로 향후 20거래일의 주가 상승을 강하게 뒷받침하진 않습니다."", ""현재 주가는 52주 최고가 68,100원 대비 84.5% 위치로 고점 근처에 있어 단기 추가 상승 여력보다 차익실현 압력이 존재할 수 있습니다."", ""최근 1개월 수익률이 +2.66%이고 거래량 변화율이 +18.24%로 수급은 개선됐지만, 2022년 영업이익이 전년 대비 -16.0% 감소해 실적 모멘텀이 강한 상승 신호로 보긴 어렵습니다.""]",-1.834862385321101,10.397553516819572,-1.4190952149365128,6.4013913676231216
005930,삼성전자,2023-06-01,70900,Neutral,66,"[""최근 1개월 수익률이 +8.24%이고 현재가가 52주 최고가 72,300원 대비 92.9% 수준으로 단기 모멘텀은 양호하지만, 상승 여력이 크다고 보기는 어렵습니다."", ""PER 10.7, PBR 1.38, ROE 12.9%는 밸류에이션과 수익성 측면에서 무난하나, 2023년 1분기 영업이익이 전년동기 대비 -95.5% 급감해 실적 추세가 주가 상승을 강하게 뒷받침하지는 않습니다."", ""부채비율 26.2%와 영업현금흐름 +6.3조원은 재무 안정성을 보여주지만, 거래량 변화율 -8.10%로 수급 강도는 약해 향후 20거래일 방향성을 확신하기 어렵습니다.""]",-1.662049861495845,1.10803324099723,-2.7380255050053854,1.065363252990969
005930,삼성전자,2023-07-03,73000,Neutral,66,"[""현재 주가가 52주 최고가 73,000원에 도달해 52주 내 위치가 100.0%로 단기 상승 여력보다 가격 부담이 큰 구간입니다."", ""최근 1개월 수익률은 +2.96%로 완만한 상승이지만 거래량 변화율이 -8.80%로 수급 확산이 확인되지 않아 추가 상승의 강도가 약합니다."", ""PER 11.0, PBR 1.42, ROE 12.9%와 부채비율 26.2%, 영업현금흐름 +6.3조원은 재무 안정성을 보여주지만, 2023년 1분기 영업이익이 전년동기 대비 -95.5%로 급감해 향후 20거래일 방향성을 강하게 단정하기 어렵습니다.""]",-2.054794520547945,-2.6027397260273974,-0.8663519510132514,-5.446981255192835
005930,삼성전자,2023-08-01,71100,Neutral,66,"[""PER 10.7, PBR 1.38, ROE 12.9%와 부채비율 26.2%, 영업현금흐름 6.3조원은 재무 안정성과 수익성 측면에서 과도한 하방 압력을 시사하지 않습니다."", ""다만 2023년 1분기 매출이 전년동기 대비 -18.1%, 영업이익이 -95.5%로 급감했고 영업이익률도 1.0%에 불과해 단기 실적 모멘텀은 매우 약합니다."", ""현재 주가는 52주 최고가의 88.9% 수준으로 고점 근처에 있고 최근 1개월 수익률이 -2.60%이며 거래량 변화율 19.54%는 방향성을 단정할 만큼 충분히 강한 상승 신호로 보기 어렵습니다.""]",-1.4306151645207439,-4.291845493562231,-0.9968245993699907,-1.9910356237758466
005930,삼성전자,2023-09-01,71000,Neutral,66,"[""PER 13.6, PBR 1.38, ROE 10.2%는 절대적으로 과열된 수준은 아니지만, 향후 20거래일 주가 상승을 강하게 뒷받침할 만큼 저평가 신호도 뚜렷하지 않습니다."", ""주가는 52주 최고가 73,400원 대비 88.5% 수준으로 고점 근처에 있어 추가 상승 여력보다 단기 저항 부담이 존재합니다."", ""최근 1개월 수익률은 +1.57%로 탄력은 약하고 거래량 변화율이 -19.74%로 수급 모멘텀이 둔화되어 있어 방향성을 확신하기 어렵습니다.""]",-0.5617977528089888,-7.303370786516854,0.508794806824219,-0.5006391697944004
005930,삼성전자,2023-10-04,67500,Neutral,66,"[""PER 12.9, PBR 1.31, ROE 10.2%는 밸류에이션과 수익성이 극단적으로 나쁘지 않지만, 이것만으로 향후 20거래일 주가 상승을 강하게 뒷받침하진 않습니다."", ""최근 1개월 수익률이 0.60%로 모멘텀이 약하고, 52주 최고가 대비 현재 위치가 71.6%로 단기 추세가 강한 상승 국면이라고 보기 어렵습니다."", ""2023 2분기 매출이 전년동기 대비 -22.3%, 영업이익이 -95.3%로 급감해 실적 측면의 부담이 크지만, 부채비율 24.8%와 영업현금흐름 14.5조원은 재무 안정성을 지지해 방향성이 상쇄됩니다.""]",1.9490254872563717,4.3478260869565215,-0.23727839026069364,5.814792304297168
